TRADE_DT,EXPIRY,SKEW
2026-06-17,2026-06-22,-0.6212507668979448
2026-06-17,2026-07-17,-0.08923301523650884
2026-06-17,2026-08-21,0.37653285224540956
2026-06-17,2026-09-18,-0.057406238825696176
2026-06-17,2026-12-18,-0.014882734426012345
2026-06-17,2027-03-19,1.8849358500329942
2026-06-18,2026-06-22,-0.7678044560719535
2026-06-18,2026-07-17,-0.14805227863095827
2026-06-18,2026-08-21,0.3444350981539731
2026-06-18,2026-09-18,-0.03393317530557155
2026-06-18,2026-12-18,-0.004898298036049409
2026-06-18,2027-03-19,1.8707485330007412
2026-06-22,2026-07-17,-0.07855771548875445
2026-06-22,2026-08-21,0.29260371297940213
2026-06-22,2026-09-18,0.03327598368779977
2026-06-22,2026-12-18,0.025913148894530835
2026-06-22,2027-03-19,1.576349354151682
2026-06-23,2026-07-17,-0.15503092876150437
2026-06-23,2026-08-21,-0.09355027474118027
2026-06-23,2026-09-18,-0.024789211121473698
2026-06-23,2026-12-18,-0.0023163432001074846
2026-06-23,2027-03-19,1.7938632075276264
2026-06-23,2027-06-18,-1.1475323710352443
2026-06-24,2026-07-17,-0.196882463369643
2026-06-24,2026-08-21,-0.09606937039816343
2026-06-24,2026-09-18,-0.023794543224538278
2026-06-24,2026-12-18,0.010672632356217404
2026-06-24,2027-03-19,1.636808019268592
2026-06-24,2027-06-18,-0.9743726755125098
2026-06-25,2026-07-17,-0.21351244286985782
2026-06-25,2026-08-21,-0.11761189083142243
2026-06-25,2026-09-18,-0.04170908816364671
2026-06-25,2026-12-18,-0.014241112016873558
2026-06-25,2027-03-19,1.562036253406052
2026-06-25,2027-06-18,-0.8699053029769241
2026-06-26,2026-07-17,-0.22036122149720372
2026-06-26,2026-08-21,-0.11323444027708862
2026-06-26,2026-09-18,-0.06975200570762352
2026-06-26,2026-12-18,-0.03771466900101561
2026-06-26,2027-03-19,1.7784367907351541
2026-06-26,2027-06-18,-0.7779488929268532
2026-06-29,2026-07-17,-0.2175752384835672
2026-06-29,2026-08-21,-0.15220868900268492
2026-06-29,2026-09-18,-0.060803106592762335
2026-06-29,2026-12-18,-0.02389374988495041
2026-06-29,2027-03-19,1.7022167778151496
2026-06-29,2027-06-18,-0.7066159312869268
2026-06-30,2026-07-17,-0.1505259699049466
2026-06-30,2026-08-21,-0.13460050433463144
2026-06-30,2026-09-18,-0.08288914082700527
2026-06-30,2026-12-18,-0.03123676330781644
2026-06-30,2027-03-19,0.16615789725078017
2026-06-30,2027-06-18,-0.35394169805259185
2026-07-01,2026-07-17,-0.16553745957699162
2026-07-01,2026-08-21,-0.07453719694495964
2026-07-01,2026-09-18,-0.036352890312125075
2026-07-01,2026-12-18,-0.018515349592811703
2026-07-01,2027-03-19,0.11899201571207227
2026-07-01,2027-06-18,-0.09544916863061514
2026-07-02,2026-07-17,-0.13106567800825797
2026-07-02,2026-08-21,-0.08749006376858448
2026-07-02,2026-09-18,-0.05307417310939777
2026-07-02,2026-12-18,-0.027243839420161897
2026-07-02,2027-03-19,0.2667403133959879
2026-07-02,2027-06-18,0.010889596349189921
2026-07-03,2026-07-17,-0.12428664781238741
2026-07-03,2026-08-21,-0.10522916465542398
2026-07-03,2026-09-18,-0.05821241902172014
2026-07-03,2026-12-18,-0.005714972465378498
2026-07-03,2027-03-19,0.2908927989912847
2026-07-03,2027-06-18,-0.23845057313116041
2026-07-06,2026-07-17,-0.10027105247865276
2026-07-06,2026-08-21,-0.09302519198435388
2026-07-06,2026-09-18,-0.047273624966097216
2026-07-06,2026-12-18,-0.010258862755773285
2026-07-06,2027-03-19,0.35624927767968967
2026-07-06,2027-06-18,-0.26355681895950434
2026-07-07,2026-07-17,0.0029274375716923373
2026-07-07,2026-08-21,-0.05622688274443821
2026-07-07,2026-09-18,-0.026887893014346353
2026-07-07,2026-12-18,0.028475744453920704
2026-07-07,2027-03-19,0.44505580498210007
2026-07-07,2027-06-18,-0.21048292914528494
2026-07-08,2026-07-17,0.00431429870976463
2026-07-08,2026-08-21,-0.014245040734018194
2026-07-08,2026-09-18,-0.007920741893046757
2026-07-08,2026-12-18,0.05216458653317843
2026-07-08,2027-03-19,0.6633226827660852
2026-07-08,2027-06-18,-0.2774395598078395
2026-07-09,2026-07-17,0.04279364778287986
2026-07-09,2026-08-21,-0.06324060995966224
2026-07-09,2026-09-18,-0.00796297156141268
2026-07-09,2026-12-18,0.03263064307587095
2026-07-09,2027-03-19,0.4962474669888369
2026-07-09,2027-06-18,-0.3557472847041135
2026-07-10,2026-07-17,-0.11028049271164608
2026-07-10,2026-08-21,-0.027203237842975306
2026-07-10,2026-09-18,0.0061965060713747855
2026-07-10,2026-12-18,0.061403713683926664
2026-07-10,2027-03-19,0.5658853604859972
2026-07-10,2027-06-18,-0.36038535966396124
2026-07-13,2026-07-17,-0.19828250653430568
2026-07-13,2026-08-21,0.14586130208355033
2026-07-13,2026-09-18,0.0260675289548723
2026-07-13,2026-12-18,0.13503817817919708
2026-07-13,2027-03-19,0.6375422513065753
2026-07-13,2027-06-18,-0.21566925476807647
2026-07-14,2026-07-17,-0.18196024768589636
2026-07-14,2026-08-21,-0.07897731886709064
2026-07-14,2026-09-18,-0.039367882773733404
2026-07-14,2026-12-18,0.09721401220796878
2026-07-14,2027-03-19,0.07651075449479006
2026-07-14,2027-06-18,0.06127883683443107
2026-07-15,2026-07-17,-0.07928483962296529
2026-07-15,2026-08-21,-0.12110539108202431
2026-07-15,2026-09-18,-0.061534200725577234
2026-07-15,2026-12-18,0.05647608911386208
2026-07-15,2027-03-19,0.10018255153730912
2026-07-15,2027-06-18,0.09221189933179158
2026-07-16,2026-07-17,0.5482328705520745
2026-07-16,2026-08-21,-0.047483779908941544
2026-07-16,2026-09-18,-0.012111459089575616
2026-07-16,2026-12-18,0.08406329397854628
2026-07-16,2027-03-19,0.16984059318604006
2026-07-16,2027-06-18,-0.08119569276419464
2026-07-17,2026-08-21,0.12933661193549928
2026-07-17,2026-09-18,0.16089532483608193
2026-07-17,2026-12-18,0.23869698030526723
2026-07-17,2027-03-19,0.19573071259459573
2026-07-17,2027-06-18,-0.023796661132112103
2026-07-20,2026-08-21,-0.07544778867711763
2026-07-20,2026-09-18,0.06862155509774426
2026-07-20,2026-10-16,-0.124323199168128
2026-07-20,2026-12-18,0.1575573296263357
2026-07-20,2027-03-19,0.10425104558796097
2026-07-20,2027-06-18,-0.051944629763818646
2026-07-21,2026-08-21,-0.2779956330023054
2026-07-21,2026-09-18,-0.08940225194326706
2026-07-21,2026-10-16,0.021172529182513333
2026-07-21,2026-12-18,0.05710085535823482
2026-07-21,2027-03-19,0.01029050959378236
2026-07-21,2027-06-18,0.14542750291273307
2026-07-22,2026-08-21,-0.32506851675803994
2026-07-22,2026-09-18,-0.19312778350741533
2026-07-22,2026-10-16,-0.11384662404668888
2026-07-22,2026-12-18,0.021344820620946003
2026-07-22,2027-03-19,-0.012831580748488697
2026-07-22,2027-06-18,0.06921024439192706
2026-07-23,2026-08-21,-0.17122530311272544
2026-07-23,2026-09-18,-0.08964336525422893
2026-07-23,2026-10-16,-0.09873147130536897
2026-07-23,2026-12-18,0.025949287533450716
2026-07-23,2027-03-19,0.02244344020197471
2026-07-23,2027-06-18,0.05265204079978292
2026-07-24,2026-08-21,-0.2527995917049924
2026-07-24,2026-09-18,-0.13303690422985456
2026-07-24,2026-10-16,-0.0894708004914723
2026-07-24,2026-12-18,0.01836738129947718
2026-07-24,2027-03-19,-0.01671856187044489
2026-07-24,2027-06-18,0.06825129672685737
2026-07-27,2026-08-21,-0.10660479099633763
2026-07-27,2026-09-18,-0.11488176893145488
2026-07-27,2026-10-16,-0.03435995569605854
2026-07-27,2026-12-18,-0.005947856911282662
2026-07-27,2027-03-19,-0.04490165170417216
2026-07-27,2027-06-18,0.06337744621489047
2026-07-28,2026-08-21,-0.23175731388922202
2026-07-28,2026-09-18,-0.19599788825389006
2026-07-28,2026-10-16,-0.20221345832593404
2026-07-28,2026-12-18,-0.06708089959485125
2026-07-28,2027-03-19,-0.10307873100216204
2026-07-28,2027-06-18,-0.07024126408549686
2026-07-29,2026-08-21,-0.20930427796990458
2026-07-29,2026-09-18,-0.17861209606139794
2026-07-29,2026-10-16,-0.1080607057174314
2026-07-29,2026-12-18,-0.10283625685016357
2026-07-29,2027-03-19,-0.10454494068327641
2026-07-29,2027-06-18,-0.0014662109739209325
