TRADE_DT,EXPIRY,EXPIRY_CODE,MODEL,SKEW,SKEW_METHOD
2026-06-08,2026-09-18,2609,QUADRATIC,-0.015173030144072175,DERIVATIVE
2026-06-08,2026-12-18,2612,QUADRATIC,0.01641262712025726,DERIVATIVE
2026-06-08,2027-03-19,2703,QUADRATIC,-0.10516933604935477,DERIVATIVE
2026-06-09,2026-06-22,2606,QUADRATIC,-0.06217964770738238,DERIVATIVE
2026-06-09,2026-07-17,2607,QUADRATIC,-0.20232136792791383,DERIVATIVE
2026-06-09,2026-08-21,2608,QUADRATIC,-0.33099999929220947,DERIVATIVE
2026-06-09,2026-09-18,2609,QUADRATIC,-0.026025168194724446,DERIVATIVE
2026-06-09,2026-12-18,2612,QUADRATIC,0.015231109073293836,DERIVATIVE
2026-06-09,2027-03-19,2703,QUADRATIC,-0.16793566636803547,DERIVATIVE
2026-06-10,2026-06-22,2606,QUADRATIC,-0.05454757215117767,DERIVATIVE
2026-06-10,2026-07-17,2607,QUADRATIC,-0.21816199878708237,DERIVATIVE
2026-06-10,2026-08-21,2608,QUADRATIC,-0.29597846539332473,DERIVATIVE
2026-06-10,2026-09-18,2609,QUADRATIC,-0.026254713614933256,DERIVATIVE
2026-06-10,2026-12-18,2612,QUADRATIC,0.007596715744500063,DERIVATIVE
2026-06-10,2027-03-19,2703,QUADRATIC,-0.16809240211389703,DERIVATIVE
2026-06-11,2026-06-22,2606,QUADRATIC,-0.03888296055876994,DERIVATIVE
2026-06-11,2026-07-17,2607,QUADRATIC,-0.20431736073440415,DERIVATIVE
2026-06-11,2026-08-21,2608,QUADRATIC,-0.30802433731845325,DERIVATIVE
2026-06-11,2026-09-18,2609,QUADRATIC,-0.016595151978099687,DERIVATIVE
2026-06-11,2026-12-18,2612,QUADRATIC,0.009602917798585069,DERIVATIVE
2026-06-11,2027-03-19,2703,QUADRATIC,-0.17283231213236974,DERIVATIVE
2026-06-12,2026-06-22,2606,QUADRATIC,-0.07728055945780188,DERIVATIVE
2026-06-12,2026-07-17,2607,QUADRATIC,-0.14224536282288708,DERIVATIVE
2026-06-12,2026-08-21,2608,QUADRATIC,-0.17297106563968612,DERIVATIVE
2026-06-12,2026-09-18,2609,QUADRATIC,-0.012403763210418695,DERIVATIVE
2026-06-12,2026-12-18,2612,QUADRATIC,0.007605842275425656,DERIVATIVE
2026-06-12,2027-03-19,2703,QUADRATIC,-0.11058268416916922,DERIVATIVE
2026-06-15,2026-06-22,2606,QUADRATIC,-0.2236403363731294,DERIVATIVE
2026-06-15,2026-07-17,2607,QUADRATIC,-0.13200280915284934,DERIVATIVE
2026-06-15,2026-08-21,2608,QUADRATIC,0.45942853243881693,DERIVATIVE
2026-06-15,2026-09-18,2609,QUADRATIC,-0.030356091018928666,DERIVATIVE
2026-06-15,2026-12-18,2612,QUADRATIC,-0.012740118328047223,DERIVATIVE
2026-06-15,2027-03-19,2703,QUADRATIC,1.6472050727926386,DERIVATIVE
2026-06-16,2026-06-22,2606,QUADRATIC,-0.4525013033981511,DERIVATIVE
2026-06-16,2026-07-17,2607,QUADRATIC,-0.13166594841465518,DERIVATIVE
2026-06-16,2026-08-21,2608,QUADRATIC,0.34175751545852784,DERIVATIVE
2026-06-16,2026-09-18,2609,QUADRATIC,-0.022106056593175327,DERIVATIVE
2026-06-16,2026-12-18,2612,QUADRATIC,0.0058117495233514505,DERIVATIVE
2026-06-16,2027-03-19,2703,QUADRATIC,1.5154717762832235,DERIVATIVE
2026-06-17,2026-06-22,2606,QUADRATIC,-0.6212507668979448,DERIVATIVE
2026-06-17,2026-07-17,2607,QUADRATIC,-0.08923301523650884,DERIVATIVE
2026-06-17,2026-08-21,2608,QUADRATIC,0.37653285224540956,DERIVATIVE
2026-06-17,2026-09-18,2609,QUADRATIC,-0.057406238825696176,DERIVATIVE
2026-06-17,2026-12-18,2612,QUADRATIC,-0.014882734426012345,DERIVATIVE
2026-06-17,2027-03-19,2703,QUADRATIC,1.8849358500329942,DERIVATIVE
2026-06-18,2026-06-22,2606,QUADRATIC,-0.7678044560719535,DERIVATIVE
2026-06-18,2026-07-17,2607,QUADRATIC,-0.14805227863095827,DERIVATIVE
2026-06-18,2026-08-21,2608,QUADRATIC,0.3444350981539731,DERIVATIVE
2026-06-18,2026-09-18,2609,QUADRATIC,-0.03393317530557155,DERIVATIVE
2026-06-18,2026-12-18,2612,QUADRATIC,-0.004898298036049409,DERIVATIVE
2026-06-18,2027-03-19,2703,QUADRATIC,1.8707485330007412,DERIVATIVE
2026-06-22,2026-07-17,2607,QUADRATIC,-0.07855771548875445,DERIVATIVE
2026-06-22,2026-08-21,2608,QUADRATIC,0.29260371297940213,DERIVATIVE
2026-06-22,2026-09-18,2609,QUADRATIC,0.03327598368779977,DERIVATIVE
2026-06-22,2026-12-18,2612,QUADRATIC,0.025913148894530835,DERIVATIVE
2026-06-22,2027-03-19,2703,QUADRATIC,1.576349354151682,DERIVATIVE
2026-06-23,2026-07-17,2607,QUADRATIC,-0.15503092876150437,DERIVATIVE
2026-06-23,2026-08-21,2608,QUADRATIC,-0.09355027474118027,DERIVATIVE
2026-06-23,2026-09-18,2609,QUADRATIC,-0.024789211121473698,DERIVATIVE
2026-06-23,2026-12-18,2612,QUADRATIC,-0.0023163432001074846,DERIVATIVE
2026-06-23,2027-03-19,2703,QUADRATIC,1.7938632075276264,DERIVATIVE
2026-06-23,2027-06-18,2706,QUADRATIC,-1.1475323710352443,DERIVATIVE
2026-06-24,2026-07-17,2607,QUADRATIC,-0.196882463369643,DERIVATIVE
2026-06-24,2026-08-21,2608,QUADRATIC,-0.09606937039816343,DERIVATIVE
2026-06-24,2026-09-18,2609,QUADRATIC,-0.023794543224538278,DERIVATIVE
2026-06-24,2026-12-18,2612,QUADRATIC,0.010672632356217404,DERIVATIVE
2026-06-24,2027-03-19,2703,QUADRATIC,1.636808019268592,DERIVATIVE
2026-06-24,2027-06-18,2706,QUADRATIC,-0.9743726755125098,DERIVATIVE
2026-06-25,2026-07-17,2607,QUADRATIC,-0.21351244286985782,DERIVATIVE
2026-06-25,2026-08-21,2608,QUADRATIC,-0.11761189083142243,DERIVATIVE
2026-06-25,2026-09-18,2609,QUADRATIC,-0.04170908816364671,DERIVATIVE
2026-06-25,2026-12-18,2612,QUADRATIC,-0.014241112016873558,DERIVATIVE
2026-06-25,2027-03-19,2703,QUADRATIC,1.562036253406052,DERIVATIVE
2026-06-25,2027-06-18,2706,QUADRATIC,-0.8699053029769241,DERIVATIVE
2026-06-26,2026-07-17,2607,QUADRATIC,-0.22036122149720372,DERIVATIVE
2026-06-26,2026-08-21,2608,QUADRATIC,-0.11323444027708862,DERIVATIVE
2026-06-26,2026-09-18,2609,QUADRATIC,-0.06975200570762352,DERIVATIVE
2026-06-26,2026-12-18,2612,QUADRATIC,-0.03771466900101561,DERIVATIVE
2026-06-26,2027-03-19,2703,QUADRATIC,1.7784367907351541,DERIVATIVE
2026-06-26,2027-06-18,2706,QUADRATIC,-0.7779488929268532,DERIVATIVE
2026-06-29,2026-07-17,2607,QUADRATIC,-0.2175752384835672,DERIVATIVE
2026-06-29,2026-08-21,2608,QUADRATIC,-0.15220868900268492,DERIVATIVE
2026-06-29,2026-09-18,2609,QUADRATIC,-0.060803106592762335,DERIVATIVE
2026-06-29,2026-12-18,2612,QUADRATIC,-0.02389374988495041,DERIVATIVE
2026-06-29,2027-03-19,2703,QUADRATIC,1.7022167778151496,DERIVATIVE
2026-06-29,2027-06-18,2706,QUADRATIC,-0.7066159312869268,DERIVATIVE
2026-06-30,2026-07-17,2607,QUADRATIC,-0.1505259699049466,DERIVATIVE
2026-06-30,2026-08-21,2608,QUADRATIC,-0.13460050433463144,DERIVATIVE
2026-06-30,2026-09-18,2609,QUADRATIC,-0.08288914082700527,DERIVATIVE
2026-06-30,2026-12-18,2612,QUADRATIC,-0.03123676330781644,DERIVATIVE
2026-06-30,2027-03-19,2703,QUADRATIC,0.16615789725078017,DERIVATIVE
2026-06-30,2027-06-18,2706,QUADRATIC,-0.35394169805259185,DERIVATIVE
2026-07-01,2026-07-17,2607,QUADRATIC,-0.16553745957699162,DERIVATIVE
2026-07-01,2026-08-21,2608,QUADRATIC,-0.07453719694495964,DERIVATIVE
2026-07-01,2026-09-18,2609,QUADRATIC,-0.036352890312125075,DERIVATIVE
2026-07-01,2026-12-18,2612,QUADRATIC,-0.018515349592811703,DERIVATIVE
2026-07-01,2027-03-19,2703,QUADRATIC,0.11899201571207227,DERIVATIVE
2026-07-01,2027-06-18,2706,QUADRATIC,-0.09544916863061514,DERIVATIVE
2026-07-02,2026-07-17,2607,QUADRATIC,-0.13106567800825797,DERIVATIVE
2026-07-02,2026-08-21,2608,QUADRATIC,-0.08749006376858448,DERIVATIVE
2026-07-02,2026-09-18,2609,QUADRATIC,-0.05307417310939777,DERIVATIVE
2026-07-02,2026-12-18,2612,QUADRATIC,-0.027243839420161897,DERIVATIVE
2026-07-02,2027-03-19,2703,QUADRATIC,0.2667403133959879,DERIVATIVE
2026-07-02,2027-06-18,2706,QUADRATIC,0.010889596349189921,DERIVATIVE
2026-07-03,2026-07-17,2607,QUADRATIC,-0.12428664781238741,DERIVATIVE
2026-07-03,2026-08-21,2608,QUADRATIC,-0.10522916465542398,DERIVATIVE
2026-07-03,2026-09-18,2609,QUADRATIC,-0.05821241902172014,DERIVATIVE
2026-07-03,2026-12-18,2612,QUADRATIC,-0.005714972465378498,DERIVATIVE
2026-07-03,2027-03-19,2703,QUADRATIC,0.2908927989912847,DERIVATIVE
2026-07-03,2027-06-18,2706,QUADRATIC,-0.23845057313116041,DERIVATIVE
2026-07-06,2026-07-17,2607,QUADRATIC,-0.10027105247865276,DERIVATIVE
2026-07-06,2026-08-21,2608,QUADRATIC,-0.09302519198435388,DERIVATIVE
2026-07-06,2026-09-18,2609,QUADRATIC,-0.047273624966097216,DERIVATIVE
2026-07-06,2026-12-18,2612,QUADRATIC,-0.010258862755773285,DERIVATIVE
2026-07-06,2027-03-19,2703,QUADRATIC,0.35624927767968967,DERIVATIVE
2026-07-06,2027-06-18,2706,QUADRATIC,-0.26355681895950434,DERIVATIVE
2026-07-07,2026-07-17,2607,QUADRATIC,0.0029274375716923373,DERIVATIVE
2026-07-07,2026-08-21,2608,QUADRATIC,-0.05622688274443821,DERIVATIVE
2026-07-07,2026-09-18,2609,QUADRATIC,-0.026887893014346353,DERIVATIVE
2026-07-07,2026-12-18,2612,QUADRATIC,0.028475744453920704,DERIVATIVE
2026-07-07,2027-03-19,2703,QUADRATIC,0.44505580498210007,DERIVATIVE
2026-07-07,2027-06-18,2706,QUADRATIC,-0.21048292914528494,DERIVATIVE
2026-07-08,2026-07-17,2607,QUADRATIC,0.00431429870976463,DERIVATIVE
2026-07-08,2026-08-21,2608,QUADRATIC,-0.014245040734018194,DERIVATIVE
2026-07-08,2026-09-18,2609,QUADRATIC,-0.007920741893046757,DERIVATIVE
2026-07-08,2026-12-18,2612,QUADRATIC,0.05216458653317843,DERIVATIVE
2026-07-08,2027-03-19,2703,QUADRATIC,0.6633226827660852,DERIVATIVE
2026-07-08,2027-06-18,2706,QUADRATIC,-0.2774395598078395,DERIVATIVE
2026-07-09,2026-07-17,2607,QUADRATIC,0.04279364778287986,DERIVATIVE
2026-07-09,2026-08-21,2608,QUADRATIC,-0.06324060995966224,DERIVATIVE
2026-07-09,2026-09-18,2609,QUADRATIC,-0.00796297156141268,DERIVATIVE
2026-07-09,2026-12-18,2612,QUADRATIC,0.03263064307587095,DERIVATIVE
2026-07-09,2027-03-19,2703,QUADRATIC,0.4962474669888369,DERIVATIVE
2026-07-09,2027-06-18,2706,QUADRATIC,-0.3557472847041135,DERIVATIVE
2026-07-10,2026-07-17,2607,QUADRATIC,-0.11028049271164608,DERIVATIVE
2026-07-10,2026-08-21,2608,QUADRATIC,-0.027203237842975306,DERIVATIVE
2026-07-10,2026-09-18,2609,QUADRATIC,0.0061965060713747855,DERIVATIVE
2026-07-10,2026-12-18,2612,QUADRATIC,0.061403713683926664,DERIVATIVE
2026-07-10,2027-03-19,2703,QUADRATIC,0.5658853604859972,DERIVATIVE
2026-07-10,2027-06-18,2706,QUADRATIC,-0.36038535966396124,DERIVATIVE
2026-07-13,2026-07-17,2607,QUADRATIC,-0.19828250653430568,DERIVATIVE
2026-07-13,2026-08-21,2608,QUADRATIC,0.14586130208355033,DERIVATIVE
2026-07-13,2026-09-18,2609,QUADRATIC,0.0260675289548723,DERIVATIVE
2026-07-13,2026-12-18,2612,QUADRATIC,0.13503817817919708,DERIVATIVE
2026-07-13,2027-03-19,2703,QUADRATIC,0.6375422513065753,DERIVATIVE
2026-07-13,2027-06-18,2706,QUADRATIC,-0.21566925476807647,DERIVATIVE
2026-07-14,2026-07-17,2607,QUADRATIC,-0.18196024768589636,DERIVATIVE
2026-07-14,2026-08-21,2608,QUADRATIC,-0.07897731886709064,DERIVATIVE
2026-07-14,2026-09-18,2609,QUADRATIC,-0.039367882773733404,DERIVATIVE
2026-07-14,2026-12-18,2612,QUADRATIC,0.09721401220796878,DERIVATIVE
2026-07-14,2027-03-19,2703,QUADRATIC,0.07651075449479006,DERIVATIVE
2026-07-14,2027-06-18,2706,QUADRATIC,0.06127883683443107,DERIVATIVE
2026-07-15,2026-07-17,2607,QUADRATIC,-0.07928483962296529,DERIVATIVE
2026-07-15,2026-08-21,2608,QUADRATIC,-0.12110539108202431,DERIVATIVE
2026-07-15,2026-09-18,2609,QUADRATIC,-0.061534200725577234,DERIVATIVE
2026-07-15,2026-12-18,2612,QUADRATIC,0.05647608911386208,DERIVATIVE
2026-07-15,2027-03-19,2703,QUADRATIC,0.10018255153730912,DERIVATIVE
2026-07-15,2027-06-18,2706,QUADRATIC,0.09221189933179158,DERIVATIVE
2026-07-16,2026-07-17,2607,QUADRATIC,0.5482328705520745,DERIVATIVE
2026-07-16,2026-08-21,2608,QUADRATIC,-0.047483779908941544,DERIVATIVE
2026-07-16,2026-09-18,2609,QUADRATIC,-0.012111459089575616,DERIVATIVE
2026-07-16,2026-12-18,2612,QUADRATIC,0.08406329397854628,DERIVATIVE
2026-07-16,2027-03-19,2703,QUADRATIC,0.16984059318604006,DERIVATIVE
2026-07-16,2027-06-18,2706,QUADRATIC,-0.08119569276419464,DERIVATIVE
2026-07-17,2026-08-21,2608,QUADRATIC,0.12933661193549928,DERIVATIVE
2026-07-17,2026-09-18,2609,QUADRATIC,0.16089532483608193,DERIVATIVE
2026-07-17,2026-12-18,2612,QUADRATIC,0.23869698030526723,DERIVATIVE
2026-07-17,2027-03-19,2703,QUADRATIC,0.19573071259459573,DERIVATIVE
2026-07-17,2027-06-18,2706,QUADRATIC,-0.023796661132112103,DERIVATIVE
2026-07-20,2026-08-21,2608,QUADRATIC,-0.07544778867711763,DERIVATIVE
2026-07-20,2026-09-18,2609,QUADRATIC,0.06862155509774426,DERIVATIVE
2026-07-20,2026-10-16,2610,QUADRATIC,-0.124323199168128,DERIVATIVE
2026-07-20,2026-12-18,2612,QUADRATIC,0.1575573296263357,DERIVATIVE
2026-07-20,2027-03-19,2703,QUADRATIC,0.10425104558796097,DERIVATIVE
2026-07-20,2027-06-18,2706,QUADRATIC,-0.051944629763818646,DERIVATIVE
2026-07-21,2026-08-21,2608,QUADRATIC,-0.2779956330023054,DERIVATIVE
2026-07-21,2026-09-18,2609,QUADRATIC,-0.08940225194326706,DERIVATIVE
2026-07-21,2026-10-16,2610,QUADRATIC,0.021172529182513333,DERIVATIVE
2026-07-21,2026-12-18,2612,QUADRATIC,0.05710085535823482,DERIVATIVE
2026-07-21,2027-03-19,2703,QUADRATIC,0.01029050959378236,DERIVATIVE
2026-07-21,2027-06-18,2706,QUADRATIC,0.14542750291273307,DERIVATIVE
2026-07-22,2026-08-21,2608,QUADRATIC,-0.32506851675803994,DERIVATIVE
2026-07-22,2026-09-18,2609,QUADRATIC,-0.19312778350741533,DERIVATIVE
2026-07-22,2026-10-16,2610,QUADRATIC,-0.11384662404668888,DERIVATIVE
2026-07-22,2026-12-18,2612,QUADRATIC,0.021344820620946003,DERIVATIVE
2026-07-22,2027-03-19,2703,QUADRATIC,-0.012831580748488697,DERIVATIVE
2026-07-22,2027-06-18,2706,QUADRATIC,0.06921024439192706,DERIVATIVE
2026-07-23,2026-08-21,2608,QUADRATIC,-0.17122530311272544,DERIVATIVE
2026-07-23,2026-09-18,2609,QUADRATIC,-0.08964336525422893,DERIVATIVE
2026-07-23,2026-10-16,2610,QUADRATIC,-0.09873147130536897,DERIVATIVE
2026-07-23,2026-12-18,2612,QUADRATIC,0.025949287533450716,DERIVATIVE
2026-07-23,2027-03-19,2703,QUADRATIC,0.02244344020197471,DERIVATIVE
2026-07-23,2027-06-18,2706,QUADRATIC,0.05265204079978292,DERIVATIVE
2026-07-24,2026-08-21,2608,QUADRATIC,-0.2527995917049924,DERIVATIVE
2026-07-24,2026-09-18,2609,QUADRATIC,-0.13303690422985456,DERIVATIVE
2026-07-24,2026-10-16,2610,QUADRATIC,-0.0894708004914723,DERIVATIVE
2026-07-24,2026-12-18,2612,QUADRATIC,0.01836738129947718,DERIVATIVE
2026-07-24,2027-03-19,2703,QUADRATIC,-0.01671856187044489,DERIVATIVE
2026-07-24,2027-06-18,2706,QUADRATIC,0.06825129672685737,DERIVATIVE
2026-07-27,2026-08-21,2608,QUADRATIC,-0.10660479099633763,DERIVATIVE
2026-07-27,2026-09-18,2609,QUADRATIC,-0.11488176893145488,DERIVATIVE
2026-07-27,2026-10-16,2610,QUADRATIC,-0.03435995569605854,DERIVATIVE
2026-07-27,2026-12-18,2612,QUADRATIC,-0.005947856911282662,DERIVATIVE
2026-07-27,2027-03-19,2703,QUADRATIC,-0.04490165170417216,DERIVATIVE
2026-07-27,2027-06-18,2706,QUADRATIC,0.06337744621489047,DERIVATIVE
2026-07-28,2026-08-21,2608,QUADRATIC,-0.23175731388922202,DERIVATIVE
2026-07-28,2026-09-18,2609,QUADRATIC,-0.19599788825389006,DERIVATIVE
2026-07-28,2026-10-16,2610,QUADRATIC,-0.20221345832593404,DERIVATIVE
2026-07-28,2026-12-18,2612,QUADRATIC,-0.06708089959485125,DERIVATIVE
2026-07-28,2027-03-19,2703,QUADRATIC,-0.10307873100216204,DERIVATIVE
2026-07-28,2027-06-18,2706,QUADRATIC,-0.07024126408549686,DERIVATIVE
2026-07-29,2026-08-21,2608,QUADRATIC,-0.20930427796990458,DERIVATIVE
2026-07-29,2026-09-18,2609,QUADRATIC,-0.17861209606139794,DERIVATIVE
2026-07-29,2026-10-16,2610,QUADRATIC,-0.1080607057174314,DERIVATIVE
2026-07-29,2026-12-18,2612,QUADRATIC,-0.10283625685016357,DERIVATIVE
2026-07-29,2027-03-19,2703,QUADRATIC,-0.10454494068327641,DERIVATIVE
2026-07-29,2027-06-18,2706,QUADRATIC,-0.0014662109739209325,DERIVATIVE
